Index,Wavelength,Reference intensity,Sample intensity,Absorbance,Weak signal flag
1,171.0036843215852,70.18123892976382,75.18123892976382,-0.029888447606750395,True
2,171.23380252856805,84.21817939208108,85.21817939208108,-0.00512640294764017,True
3,171.46397004958132,90.25510465070784,87.25510465070784,0.01468093037975773,True
4,171.69418686025367,90.29201469477994,92.29201469477994,-0.00951478296348533,True
5,171.92445293621375,86.32890951345053,89.32890951345053,-0.014835777312672499,True
6,172.15476825309023,94.36578909588934,92.36578909588934,0.009303431034249134,True
7,172.3851327865117,87.40265343128226,87.40265343128226,0.0,True
8,172.61554651210685,92.4395025088329,94.4395025088329,-0.009296091097438437,True
9,172.8460094055043,85.47633631776102,94.47633631776102,-0.043477144314352706,True
10,173.07652144233273,88.51315484730344,98.51315484730344,-0.04648640696304351,True
11,173.30708259822075,88.54995808671333,95.54995808671333,-0.033042140924592664,True
12,173.537692848797,91.58674602526139,99.58674602526139,-0.03636891283254985,True
13,173.76835216969016,88.62351865223445,95.62351865223445,-0.033015731367033375,True
14,173.99906053652884,92.6602759569364,93.6602759569364,-0.004661843769426755,True
15,174.22981792494173,90.69701792868773,91.69701792868773,-0.004762204328319374,True
16,174.46062431055742,99.73374455682597,97.73374455682597,0.008797586578954141,True
17,174.6914796690046,89.77045583070549,92.77045583070549,-0.014276260101112475,True
18,174.92238397591188,92.80715173969702,97.80715173969702,-0.022789167582286256,True
19,175.15333720690793,94.84383227318858,96.84383227318858,-0.00906287304778537,True
20,175.38433933762138,98.88049742058479,102.88049742058479,-0.0172224128926203,True
21,175.6153903436809,95.91714717130685,92.91714717130685,0.013800386000964044,True
22,175.8464902007151,93.95378151479326,95.95378151479326,-0.009147830283037037,True
23,176.07763888435264,89.99040044049866,90.99040044049866,-0.004799391975541697,True
24,176.3088363702222,96.02700393789519,99.02700393789519,-0.013360260669971794,True
25,176.54008263395235,89.06359199647136,95.06359199647136,-0.02831401362470979,True
26,176.7713776511718,95.10016460573274,96.10016460573274,-0.004542862909008877,True
27,177.00272139750916,93.13672175520128,96.13672175520128,-0.013768361199500544,True
28,177.2341138485931,95.17326343441641,95.17326343441641,0.0,True
29,177.46555498005225,93.20978963293396,95.20978963293396,-0.009220077771909741,True
30,177.69704476751525,95.24630034032634,100.24630034032634,-0.02222023830710706,True
31,177.92858318661078,99.28279554618348,102.28279554618348,-0.012928592183179247,True
32,178.16017021296744,104.31927524011166,103.31927524011166,0.0041832100897031144,True
33,178.39180582221388,98.3557394117338,99.3557394117338,-0.0043932521058778875,True
34,178.62348998997876,99.39218805069027,97.39218805069027,0.008828128429681465,True
35,178.85522269189076,96.42862114663762,100.42862114663762,-0.017651543270227617,True
36,179.08700390357845,102.4650386892497,101.4650386892497,0.004259283069059717,True
37,179.31883360067053,102.5014406682169,97.5014406682169,0.021718936664974934,True
38,179.55071175879564,103.53782707324672,100.53782707324672,0.012769551718683601,True
39,179.7826383535824,103.57419789406322,99.57419789406322,0.017104761994832258,True
40,180.01461336065947,103.61055312040753,99.61055312040753,0.017098640502837693,True
41,180.2466367556555,97.64689274203738,97.64689274203738,0.0,True
42,180.47870851419913,100.68321674872777,99.68321674872777,0.004335038362181876,True
43,180.710828611919,101.71952513026986,98.71952513026986,0.013001266427257581,True
44,180.94299702444374,101.75581787647207,102.75581787647207,-0.004247170989136998,True
45,181.17521372740205,100.7920949771601,108.7920949771601,-0.033170867751337235,True
46,181.40747869642252,104.8283564221756,106.8283564221756,-0.008207770074563327,True
47,181.63979190713383,101.86460220137769,102.86460220137769,-0.004242657388031587,True
48,181.8721533351646,102.90083230464234,105.90083230464234,-0.012480485833595033,True
49,182.10456295614347,104.93704672186186,105.93704672186186,-0.0041190241090931735,True
