Index,Wavelength,LHC reference intensity,RHC reference intensity,LHC intensity,RHC intensity,Reference CD (delta absorbance),Reference CD (ellipticity),CD (delta absorbance),CD (ellipticity),g-factor,Absorbace,Weak signal flag
1,171.0036843215852,82.9752483616146,90.9752483616146,42.975248361614604,46.975248361614604,0.03997468886658394,1318.4492636001823,-0.0013239991723895325,-43.66827568490362,-0.004623028603760969,0.2863921653680491,True
2,171.23380252856805,91.01769391709968,99.01769391709968,39.01769391709968,45.01769391709968,0.03658697982152645,1206.7154985006014,0.025534666694711758,842.1869801733819,0.07190901108061298,0.3550968969116588,True
3,171.46397004958132,96.06011639993517,105.06011639993517,40.06011639993517,46.06011639993517,0.0388947690825718,1282.8312391865318,0.021718055206847046,716.3071109787113,0.05886100467748885,0.3689718740929515,True
4,171.69418686025367,102.10251579717806,113.10251579717806,48.10251579717806,53.10251579717806,0.04443582207015284,1465.5868137309226,-0.001488516155243022,-49.09439158581358,-0.004543521052015719,0.3276129103842595,True
5,171.92445293621375,94.14489209591034,106.14489209591034,41.144892095910336,44.144892095910336,0.052102337879315716,1718.4446197467553,-0.021537805983338976,-710.3621127126362,-0.058171022998810114,0.37024973729238925,True
6,172.15476825309023,103.18724528323878,114.18724528323878,50.18724528323878,54.18724528323878,0.043991577363479493,1450.9346895248636,-0.010687862457813328,-352.50816920662646,-0.03356987526216712,0.3183765913440385,True
7,172.3851327865117,94.22957534629586,105.22957534629586,39.22957534629586,44.22957534629586,0.0479505838705093,1581.5110457587484,0.004148578814674571,136.82884941144061,0.010960597293579035,0.3784993375411121,True
8,172.61554651210685,99.27188227223769,111.27188227223769,45.27188227223769,51.27188227223769,0.04955917810510808,1634.5658647997827,0.0044915317053179915,148.140156614543,0.01325905828672398,0.3387519391037951,True
9,172.8460094055043,93.3141660482463,104.3141660482463,36.31416604824631,41.31416604824631,0.04839571127860688,1596.1922833131728,0.007627204326269871,251.5612306792666,0.018783538729560106,0.40605790187270496,True
10,173.07652144233273,98.3564266615283,110.3564266615283,43.3564266615283,47.3564266615283,0.049994887373584464,1648.9364723130452,-0.011669444094218127,-384.8827948103592,-0.03227312228553635,0.3615839828254842,True
11,173.30708259822075,101.39866409931506,114.39866409931506,46.398664099315056,52.398664099315056,0.05238871965413099,1727.8900926402127,0.0004260185414060383,14.050986965063203,0.0012555298588171593,0.3393137474304214,True
12,173.537692848797,103.44087834886318,116.44087834886318,47.44087834886318,54.44087834886318,0.05141327317580778,1695.7178174458031,0.008359129098000594,275.70164811990867,0.0250003925462898,0.33435991385027813,True
13,173.76835216969016,101.48306939745385,112.48306939745385,45.483069397453846,50.483069397453846,0.04469356454395742,1474.0877022786806,0.0006024227248951422,19.869167729232004,0.0017298937415504065,0.3482426176969833,True
14,173.99906053652884,104.52523723239347,114.52523723239347,47.525237232393465,52.525237232393465,0.0396800381586258,1308.731063910793,0.0037636910159271134,124.13444079400438,0.011056183663583125,0.34041502298157045,True
15,174.22981792494173,101.56738184101323,111.56738184101323,44.56738184101323,49.56738184101323,0.040782984035971054,1345.1085372822567,0.005395874216820695,177.96727352625908,0.015197967538735374,0.3550391986999656,True
16,174.46062431055742,111.60950321066912,122.60950321066912,52.60950321066912,58.60950321066912,0.0408229577261044,1346.4269536055351,0.006080881686635585,200.56025973191436,0.018791553861135814,0.3235965333985446,True
17,174.6914796690046,95.65160132874257,106.65160132874257,36.65160132874257,42.65160132874257,0.04727513551969491,1559.2333393905164,0.01856725165741019,612.386987088104,0.045584428099063906,0.4073156652763068,True
18,174.92238397591188,105.69367618263936,118.69367618263936,47.693676182639365,54.693676182639365,0.050378577456742665,1661.5913777528096,0.009097738858695387,300.06255054809435,0.026676508877253174,0.34103933541517306,True
19,175.15333720690793,99.7357277597905,110.7357277597905,41.73572775979051,46.73572775979051,0.045437003185018164,1498.607871331399,0.003704015802897788,122.16622683400874,0.009838264770556814,0.3764907622717042,True
20,175.38433933762138,106.77775604765179,119.77775604765179,49.77775604765179,54.77775604765179,0.04989538277469781,1645.6546014881144,-0.008326460190403694,-274.6241588789662,-0.024810024493001567,0.33560870497134854,True
21,175.6153903436809,96.81976103370425,109.81976103370425,38.81976103370425,44.81976103370425,0.05471648795597693,1804.6647840866829,0.0077001910788761785,253.9684871946963,0.019590318134279732,0.39306105322517204,True
