Index,Wavelength,LHC reference intensity,RHC reference intensity,LHC intensity,RHC intensity,Reference delta absorbance,Reference ellipticity,Delta absorbance,Ellipticity,g-factor,Average absorbace,Weak signal flag
1,171.0036843215852,69.02882133424532,73.02882133424532,33.02882133424532,36.02882133424532,0.024463833418621114,806.8686478903631,0.013293145453816851,438.435878588307,0.0424036209509213,0.3134908094099457,True
2,171.23380252856805,76.07101834369223,79.07101834369223,32.07101834369223,35.07101834369223,0.016798101960982696,554.0367114364743,0.0220375243452156,726.8438746701257,0.06052806308237595,0.3640877177124192,True
3,171.46397004958132,80.1132002946922,82.1132002946922,33.113200294692206,35.113200294692206,0.010708897817742351,353.2019595923514,0.014760359929057519,486.82769599258586,0.039222609131055026,0.3763227448673425,True
4,171.69418686025367,87.15536717442774,90.15536717442774,38.15536717442774,43.15536717442774,0.014697449608625525,484.7527813904173,0.03878172922969583,1279.1029472346117,0.114283186984735,0.33934763505392945,True
5,171.92445293621375,79.19751897009724,85.19751897009724,31.197518970097235,34.197518970097235,0.03171537128839113,1046.0396092023163,0.008159170381350236,269.1065893416403,0.020371853344883853,0.4005119339522103,True
6,172.15476825309023,89.23965566891547,92.23965566891547,40.239655668915475,43.239655668915475,0.014359787175857293,473.6159646083142,0.016868183892458873,556.348160845245,0.049984315578012375,0.3374695381420612,True
7,172.3851327865117,80.28177725811292,84.28177725811292,30.281777258112925,33.281777258112925,0.021116706817397267,696.4733770906663,0.019908442277392337,656.6222728501685,0.0481483385885074,0.4134813964721996,True
8,172.61554651210685,85.3238837249362,90.3238837249362,36.323883724936195,38.323883724936195,0.024731987808318215,815.7129433095788,-0.0014547507686098644,-47.98073816151202,-0.003914769646028225,0.3716057137833892,True
9,172.8460094055043,79.36597505664827,81.36597505664827,28.365975056648267,29.365975056648267,0.010808477036232734,356.4862915286602,0.004238231864088648,139.78579542730586,0.009530166092796862,0.44471752357936445,True
10,173.07652144233273,83.40805124052781,86.40805124052781,33.40805124052781,34.40805124052781,0.015346236223285908,506.1511276586652,-0.002537303022597007,-83.68558696825738,-0.006365130008200565,0.3986254827989456,True
11,173.30708259822075,87.45011226386987,88.45011226386987,35.45011226386987,38.45011226386987,0.00493801712777361,162.866184336973,0.030341980182697414,1000.7422837376878,0.08048873387163731,0.3769717663975995,True
12,173.537692848797,88.49215811398517,92.49215811398517,38.49215811398517,42.49215811398517,0.019200126287033513,633.26052264364,0.023736401463937143,782.8764129995983,0.0678833949529205,0.34966432483819,True
13,173.76835216969016,85.53418877820127,87.53418877820127,35.53418877820127,38.53418877820127,0.010037970473084164,331.07336551007796,0.02516184493847457,829.8905350001471,0.06820547112249128,0.3689124131007909,True
