Wavelength (nm);Parallel ;Perpendicular
2458;10.85689;94.43308
2459;11.0118;94.42893
2460;11.08481;94.42473
2461;11.20441;94.46291
2462;11.29904;94.49704
2463;11.44984;94.51331
2464;11.53766;94.53333
2465;11.59434;94.56519
2466;11.68115;94.56532
2467;11.68168;94.57055
2468;11.70782;94.60078
2469;11.71865;94.59856
2470;11.68805;94.61661
2471;11.62891;94.61221
2472;11.60338;94.58276
2473;11.5143;94.57594
2474;11.43538;94.54148
2475;11.29885;94.51389
2476;11.1805;94.49123
2477;11.07606;94.46586
2478;10.95782;94.44648
2479;10.87931;94.40228
2480;10.80568;94.37302
2481;10.72795;94.34856
2482;10.64423;94.32161
2483;10.65467;94.3047
2484;10.6174;94.30383
2485;10.64226;94.28861
2486;10.68569;94.29244
2487;10.74472;94.2959
2488;10.81835;94.29839
2489;10.89371;94.31869
2490;11.02682;94.31252
2491;11.12456;94.36013
2492;11.24585;94.38277
2493;11.35412;94.40227
2494;11.46468;94.43
2495;11.52281;94.44625
2496;11.62732;94.47323
2497;11.68404;94.49007
2498;11.69588;94.50197
2499;11.74076;94.52359
2500;11.80296;94.55353
2501.43207;11.7398;94.5525
2502.64029;11.6891;94.5496
2503.8434;11.6428;94.5417
2505.05395;11.597;94.5318
2506.26566;11.5599;94.5262
2507.47855;11.5396;94.5269
2508.69262;11.5362;94.532
2509.90786;11.5481;94.5397
2511.12428;11.5736;94.5505
2512.33557;11.6082;94.5666
2513.55434;11.6503;94.5902
2514.7743;11.702;94.6187
2515.99544;11.7613;94.6464
2517.21777;11.8225;94.6696
2518.44129;11.8809;94.687
2519.65964;11.9338;94.7008
2520.88554;11.9793;94.7165
2522.11262;12.0164;94.7357
2523.3409;12.0436;94.7528
2524.57038;12.061;94.7632
2525.80106;12.0698;94.7666
2527.03293;12.0688;94.763
2528.25962;12.0552;94.7562
2529.4939;12.0283;94.7551
2530.72938;11.9881;94.7589
2531.96607;11.9367;94.7514
2533.20397;11.8797;94.725
2534.44308;11.821;94.6904
2535.67698;11.7603;94.6545
2536.91851;11.7005;94.6205
2538.16125;11.6487;94.5987
2539.40522;11.61;94.5884
2540.65041;11.5875;94.5728
2541.89681;11.5823;94.5352
2543.14445;11.5918;94.4793
2544.38683;11.6128;94.4383
2545.63691;11.6439;94.4353
2546.88821;11.6847;94.4482
2548.14075;11.7309;94.4431
2549.39452;11.777;94.4177
2550.64952;11.8259;94.3916
2551.89925;11.8847;94.3705
2553.15672;11.9522;94.3544
2554.41543;12.0154;94.3549
2555.67539;12.0624;94.3731
2556.93659;12.0924;94.3939
2558.19903;12.1093;94.4149
2559.46272;12.1141;94.4523
2560.7211;12.102;94.5033
2561.98728;12.0696;94.5263
2563.25472;12.024;94.4941
2564.52341;11.9751;94.4498
2565.79336;11.9292;94.4514
2567.06456;11.8874;94.5065
2568.33043;11.8442;94.5833
2569.60415;11.7934;94.634
2570.87914;11.7409;94.6334
2572.15539;11.6989;94.612
2573.43291;11.6692;94.5951
2574.7117;11.6503;94.5807
2575.99176;11.6429;94.5621
2577.26645;11.6474;94.543
2578.54905;11.6645;94.556
2579.83293;11.694;94.6014
2581.11809;11.7331;94.6188
2582.40453;11.7794;94.5724
2583.69225;11.8348;94.5013
2584.97458;11.899;94.4803
2586.26486;11.9649;94.5225
2587.55644;12.0278;94.5525
2588.84931;12.082;94.516
2590.14347;12.1198;94.4502
2591.43892;12.1429;94.409
2592.73567;12.1585;94.3969
2594.02699;12.1679;94.3748
2595.32634;12.1609;94.2972
2596.62698;12.1314;94.2161
2597.92893;12.0925;94.1963
2599.23219;12.0496;94.2069
2600.53675;11.9996;94.2124
2601.83586;11.9414;94.2075
2603.14303;11.8814;94.2131
2604.45153;11.8256;94.2332
2605.76134;11.7745;94.2449
2607.07247;11.7316;94.2525
2608.38491;11.7007;94.2725
2609.69868;11.6812;94.2883
2611.00696;11.6732;94.2887
2612.32337;11.6792;94.2912
2613.64112;11.6997;94.3194
2614.96019;11.7312;94.3718
2616.28059;11.7739;94.4032
2617.60233;11.8332;94.3951
2618.91854;11.9018;94.4161
2620.24295;11.9684;94.4668
2621.56869;12.0283;94.4748
2622.89578;12.0791;94.4595
2624.22421;12.1246;94.4652
2625.55399;12.1687;94.4696
2626.88512;12.2076;94.4595
2628.21069;12.2313;94.4645
2629.54451;12.2337;94.4628
2630.87969;12.216;94.4119
2632.21622;12.1867;94.3703
2633.55411;12.1476;94.3749
2634.89337;12.0943;94.3653
2636.22703;12.0357;94.3265
2637.56901;11.9797;94.2952
2638.91235;11.9223;94.2783
2640.25706;11.8642;94.2571
2641.60314;11.8112;94.2205
2642.95059;11.768;94.1911
2644.29942;11.7386;94.192
2645.64263;11.7217;94.1868
2646.99421;11.7109;94.1358
2648.34717;11.7042;94.0751
2649.70151;11.7069;94.0504
2651.05724;11.7265;94.0519
2652.41436;11.7677;94.0415
2653.76583;11.8261;94.0015
2655.12572;11.8907;93.9495
2656.48701;11.9555;93.9102
2657.84969;12.0176;93.9015
2659.21378;12.0744;93.9134
2660.57926;12.1215;93.9101
2661.94615;12.1539;93.8921
2663.30735;12.1735;93.886
2664.67704;12.1824;93.8775
2666.04814;12.175;93.8289
2667.42066;12.1519;93.7518
2668.79459;12.1247;93.6829
2670.16993;12.0869;93.6122
2671.54669;12.0281;93.5482
2672.91773;11.9659;93.5315
2674.29733;11.9124;93.543
2675.67835;11.8587;93.5127
2677.0608;11.7935;93.365
2678.44468;11.7142;93.1205
2679.82999;11.6357;92.905
2681.20955;11.5734;92.7494
2682.59772;11.5244;92.5595
2683.98733;11.4747;92.2339
2685.37838;11.4178;91.767
2686.77088;11.3617;91.2304
2688.16482;11.3115;90.662
2689.5602;11.2641;90.0738
2690.9498;11.2195;89.4799
2692.34808;11.1805;88.8338
2693.74781;11.1414;88.0151
2695.149;11.0916;87.0268
2696.55165;11.0326;86.1151
2697.95576;10.9711;85.3909
2699.35404;10.9097;84.7447
2700.76107;10.8494;84.0674
2702.16957;10.7882;83.365
2703.57954;10.7192;82.7424
2704.99098;10.637;82.2381
2706.40389;10.5484;81.8215
2707.81828;10.4654;81.468
2709.22681;10.3815;81.122
2710.64416;10.2779;80.7253
2712.06298;10.1668;80.3566
2713.4833;10.0762;80.1238
2714.9051;10.0048;79.9903
2716.32839;9.94551;79.8906
2717.74579;9.90107;79.8125
2719.17207;9.87176;79.7591
2720.59984;9.85009;79.722
2722.02911;9.83588;79.7221
2723.45988;9.83916;79.7695
2724.89216;9.86076;79.8228
2726.32595;9.8919;79.876
2727.7538;9.92726;79.9633
2729.1906;9.96755;80.081
2730.62892;10.0135;80.2073
2732.06875;10.0671;80.3371
2733.5101;10.1298;80.4732
2734.95297;10.1952;80.6248
2736.38988;10.2496;80.8019
2737.8358;10.2913;80.9939
2739.28324;10.3306;81.1774
2740.73221;10.3659;81.3385
2742.18272;10.3852;81.4912
2743.63477;10.3924;81.655
2745.08835;10.393;81.8361
2746.53593;10.3856;82.0332
2747.99259;10.3688;82.2331
2749.4508;10.3427;82.4192
2750.91055;10.3097;82.5895
2752.37186;10.2762;82.7554
2753.83471;10.2481;82.927
2755.29154;10.227;83.1005
2756.7575;10.2104;83.2716
2758.22503;10.1968;83.4539
2759.69412;10.1899;83.6495
2761.16477;10.1994;83.8453
2762.63699;10.2333;84.0393
2764.11079;10.2826;84.2385
2765.5785;10.3324;84.4438
2767.05544;10.385;84.6505
2768.53395;10.447;84.8486
2770.01404;10.5165;85.0324
2771.49572;10.5885;85.2101
2772.97898;10.6574;85.3935
2774.45614;10.7187;85.5874
2775.94257;10.7745;85.7896
2777.4306;10.8265;85.9981
2778.92022;10.868;86.2131
2780.41145;10.8922;86.4296
2781.90427;10.901;86.6384
2783.3987;10.9017;86.8402
2784.88698;10.8994;87.0473
2786.38461;10.8927;87.2621
2787.88386;10.8754;87.4714
2789.38472;10.8497;87.6683
2790.8872;10.8221;87.8611
2792.39129;10.7924;88.0528
2793.88921;10.7609;88.239
2795.39654;10.7319;88.4147
2796.9055;10.7104;88.5818
2798.4161;10.702;88.749
2799.92832;10.709;88.9203
2801.44218;10.7277;89.0893
2802.95768;10.754;89.2427
2804.46695;10.7863;89.3715
2805.98573;10.8257;89.4896
2807.50615;10.8764;89.613
2809.02822;10.9374;89.7381
2810.55194;11.0008;89.8574
2812.07731;11.0603;89.9722
2813.59642;11.117;90.0871
2815.1251;11.1728;90.2048
2816.65545;11.2215;90.3241
2818.18745;11.2563;90.437
2819.72113;11.2809;90.5363
2821.25647;11.302;90.631
2822.79349;11.3168;90.7381
2824.32421;11.3179;90.8564
2825.86457;11.3022;90.9698
2827.40662;11.2704;91.0701
2828.95035;11.2288;91.1638
2830.49576;11.1877;91.2615
2832.04287;11.1498;91.3653
2833.58363;11.1092;91.4693
2835.13412;11.0659;91.5698
2836.6863;11.0278;91.668
2838.24018;11.0012;91.7652
2839.79576;10.9874;91.861
2841.35305;10.9849;91.9546
2842.91205;10.9915;92.0431
2844.46467;11.0078;92.1249
2846.02709;11.0356;92.2036
2847.59122;11.0729;92.2841
2849.15708;11.1162;92.3641
2850.72465;11.1652;92.4353
2852.29396;11.2199;92.4952
2853.85684;11.2768;92.5462
2855.4296;11.3289;92.5874
2857.00409;11.3712;92.6213
2858.58031;11.4041;92.6518
2860.15828;11.4276;92.6747
2861.73799;11.4379;92.686
2863.31945;11.4359;92.6908
2864.89444;11.4269;92.6943
2866.47939;11.4103;92.6965
2868.06609;11.3824;92.6977
2869.65455;11.3455;92.6995
2871.24477;11.3035;92.6979
2872.83675;11.2563;92.6898
2874.4305;11.2041;92.6807
2876.01775;11.1503;92.6737
2877.61503;11.0987;92.664
2879.21409;11.0534;92.653
2880.81492;11.017;92.6464
2882.41754;10.9909;92.6459
2884.02194;10.9789;92.6514
2885.6198;10.984;92.661
2887.22777;11.0014;92.6688
2888.83753;11.0233;92.6743
2890.44909;11.0509;92.6854
2892.06245;11.0903;92.7072
2893.6776;11.1394;92.7339
2895.29457;11.187;92.7568
2896.90495;11.2271;92.7749
2898.52552;11.2625;92.7926
2900.14791;11.2962;92.8122
2901.77211;11.3258;92.8351
2903.39814;11.3482;92.8651
2905.02599;11.3624;92.9002
2906.64721;11.3663;92.9305
2908.27871;11.3577;92.9526
2909.91203;11.3364;92.9738
2911.5472;11.3026;92.9985
2913.1842;11.2599;93.0237
2914.82304;11.2144;93.0467
2916.46373;11.1678;93.0649
2918.09775;11.1177;93.0759
2919.74213;11.0663;93.0795
2921.38836;11.0212;93.0754
2923.03645;10.986;93.0621
2924.6864;10.9569;93.0417
2926.33821;10.9339;93.02
2927.98332;10.9223;93.0008
2929.63886;10.9232;92.9827
2931.29628;10.932;92.9631
2932.95557;10.9459;92.9397
2934.61674;10.9695;92.9104
2936.27979;11.0073;92.8763
2937.94473;11.0539;92.8427
2939.60292;11.0982;92.8159
2941.27163;11.1366;92.7971
2942.94224;11.1741;92.7805
2944.61474;11.2113;92.7601
2946.28915;11.2416;92.7369
2947.96546;11.2593;92.7164
2949.63498;11.2629;92.7011
2951.31511;11.2535;92.6871
2952.99714;11.2337;92.6711
2954.6811;11.2049;92.6572
2956.36698;11.167;92.651
2958.05478;11.1206;92.6534
2959.74451;11.0698;92.6637
2961.42741;11.0209;92.6797
2963.121;10.9757;92.6963
2964.81652;10.9302;92.7115
2966.51399;10.8848;92.7296
2968.2134;10.846;92.7533
2969.91476;10.821;92.7785
2971.60925;10.8105;92.7992
2973.3145;10.8082;92.8136
2975.02172;10.8106;92.8274
2976.73089;10.8234;92.8458
2978.44204;10.8506;92.8661
2980.15515;10.8874;92.883
2981.87023;10.9282;92.8954
2983.57838;10.9724;92.9043
2985.29741;11.0182;92.9075
2987.01842;11.0594;92.9002
2988.74141;11.0933;92.8838
2990.46639;11.1225;92.8661
2992.19337;11.1478;92.8496
2993.91337;11.1637;92.8276
2995.64433;11.166;92.7983
2997.37729;11.1563;92.7686
2999.11226;11.1375;92.7417
3000.84924;11.1095;92.7141
3002.58823;11.0704;92.6847
3004.32924;11.0196;92.6572
3006.06323;10.9607;92.6346
3007.80827;10.9007;92.6143
3009.55534;10.8471;92.5907
3011.30444;10.805;92.5652
3013.05557;10.7734;92.5454
3014.80874;10.7469;92.5327
3016.55485;10.7224;92.5224
3018.3121;10.7021;92.514
3020.07139;10.6918;92.5122
3021.83274;10.6976;92.5215
3023.59614;10.72;92.5393
3025.36161;10.7543;92.559
3027.12913;10.7943;92.5751
3028.88955;10.835;92.5874
3030.6612;10.8765;92.6009
3032.43492;10.9212;92.6213
3034.21073;10.9655;92.6483
3035.98861;11.0015;92.6764
3037.76858;11.0268;92.7017
3039.54139;11.0443;92.7264
3041.32553;11.0537;92.7554
3043.11176;11.0532;92.7868
3044.9001;11.043;92.8143
3046.69053;11.0229;92.8347
3048.48307;10.9925;92.8479
3050.27773;10.9535;92.8559
3052.06518;10.9097;92.8612
3053.86405;10.8645;92.8656
3055.66505;10.8202;92.8713
3057.46817;10.7773;92.8783
3059.27342;10.7361;92.8813
3061.08081;10.6985;92.8766
3062.88095;10.669;92.8659
3064.6926;10.6513;92.8513
3066.50639;10.6432;92.8348
3068.32233;10.641;92.8168
3070.14043;10.6468;92.796
3071.96068;10.6659;92.771
3073.78309;10.6965;92.7421
3075.5982;10.73;92.7126
3077.42493;10.7656;92.6887
3079.25384;10.8082;92.6722
3081.08491;10.854;92.6565
3082.91817;10.8924;92.6366
3084.75361;10.9202;92.617
3086.5817;10.9433;92.604
3088.42151;10.9646;92.5989
3090.26351;10.9771;92.5986
3092.1077;10.9716;92.5972
3093.9541;10.9495;92.5939
3095.80271;10.9193;92.5944
3097.65353;10.8858;92.6035
3099.49695;10.8486;92.6178
3101.35219;10.8066;92.6313
3103.20965;10.7603;92.645
3105.06934;10.7113;92.6617
3106.93125;10.6614;92.6786
3108.7954;10.616;92.695
3110.66179;10.5826;92.7167
3112.52074;10.5613;92.7443
3114.3916;10.5476;92.7703
3116.26472;10.5426;92.7922
3118.14009;10.5503;92.8146
3120.01772;10.5702;92.838
3121.89761;10.5985;92.8568
3123.77002;10.6346;92.8682
3125.65443;10.6773;92.8756
3127.54113;10.7232;92.8818
3129.4301;10.77;92.8843
3131.32135;10.8147;92.8798
3133.2149;10.8539;92.8702
3135.11073;10.8883;92.8584
3136.99902;10.9167;92.8406
3138.89944;10.9327;92.8146
3140.80216;10.933;92.788
3142.70719;10.9211;92.7675
3144.61453;10.9011;92.7501
3146.52419;10.8729;92.7307
3148.42626;10.8344;92.7085
3150.34055;10.7868;92.6852
3152.25717;10.7357;92.6629
3154.17613;10.6863;92.6447
3156.09742;10.6388;92.6333
3158.02106;10.5922;92.6277
3159.94704;10.549;92.6242
3161.86537;10.5118;92.6209
3163.79605;10.482;92.6199
3165.72908;10.4645;92.6246
3167.66448;10.464;92.635
3169.60225;10.4773;92.6473
3171.54238;10.4974;92.6607
3173.47483;10.5234;92.6786
3175.41971;10.5591;92.7017
3177.36698;10.6046;92.7281
3179.31664;10.6558;92.76
3181.26869;10.7082;92.7976
3183.22314;10.7568;92.8324
3185.17999;10.798;92.8606
3187.1291;10.8327;92.8879
3189.09076;10.8624;92.9183
3191.05484;10.8841;92.949
3193.02133;10.893;92.9778
3194.99026;10.8885;93.0054
3196.96161;10.8752;93.0319
3198.92516;10.8549;93.0542
3200.90137;10.8251;93.069
3202.88003;10.7847;93.0768
3204.86113;10.7365;93.0804
3206.84469;10.6849;93.0791
3208.8307;10.6329;93.0711
3210.81918;10.5817;93.0588
3212.79979;10.5331;93.046
3214.79319;10.4919;93.0341
3216.78907;10.4622;93.0241
3218.78742;10.4468;93.0131
3220.78826;10.446;92.9949
3222.79158;10.4573;92.9697
3224.787;10.4781;92.9466
3226.79531;10.5075;92.9321
3228.80612;10.545;92.9233
3230.81943;10.5902;92.915
3232.83526;10.6413;92.9076
3234.85361;10.6936;92.9047
3236.87447;10.7429;92.9046
3238.88738;10.7877;92.9018
3240.91329;10.8281;92.8977
3242.94174;10.8638;92.8996
3244.97273;10.8912;92.9093
3247.00626;10.9018;92.9234
3249.04234;10.8914;92.939
3251.07041;10.8668;92.9562
3253.1116;10.8356;92.9768
3255.15535;10.7985;93.0017
3257.20167;10.7542;93.0298
3259.25057;10.7039;93.06
3261.30204;10.6485;93.0895
3263.3561;10.5909;93.1156
3265.40209;10.5378;93.1396
3267.46131;10.4945;93.1645
3269.52314;10.4609;93.1908
3271.58757;10.4357;93.217
3273.65461;10.4212;93.2424
3275.72426;10.4221;93.2678
3277.78579;10.4392;93.2929
3279.86067;10.4674;93.3127
3281.93818;10.5025;93.3235
3284.01832;10.5453;93.3265
3286.10111;10.5959;93.3236
3288.18653;10.6515;93.3194
3290.27461;10.7091;93.3181
3292.35449;10.7648;93.3149
3294.44787;10.8152;93.3025
3296.5439;10.8594;93.2838
3298.64261;10.8958;93.2667
3300.74399;10.9204;93.2526
3302.84805;10.9311;93.2376
3304.94387;10.9293;93.2191
3307.05328;10.9133;93.2003
3309.1654;10.8802;93.1879
3311.28021;10.8316;93.18
3313.39772;10.7735;93.1666
3315.51795;10.713;93.1447
3317.64089;10.6538;93.1216
3319.75553;10.5953;93.1041
3321.88391;10.5377;93.0944
3324.01501;10.4847;93.0923
3326.14885;10.4419;93.0963
3328.28543;10.4138;93.1021
3330.42476;10.4021;93.1054
3332.55574;10.4044;93.1092
3334.70056;10.418;93.1217
3336.84815;10.4426;93.1424
3338.9985;10.4779;93.161
3341.15163;10.5231;93.1734
3343.30753;10.5779;93.187
3345.46622;10.6405;93.2078
3347.6165;10.7048;93.2302
3349.78076;10.7647;93.2471
3351.94782;10.817;93.2608
3354.11768;10.8615;93.2736
3356.29036;10.8981;93.2812
3358.46585;10.9222;93.2815
3360.63287;10.9294;93.2785
3362.814;10.9209;93.2748
3364.99796;10.9005;93.2658
3367.18476;10.8677;93.2447
3369.37441;10.8205;93.214
3371.5669;10.7626;93.1831
3373.76225;10.7;93.1571
3375.94906;10.636;93.1301
3378.15012;10.5742;93.0932
3380.35406;10.5166;93.0451
3382.56087;10.463;92.9936
3384.77056;10.4161;92.9462
3386.98315;10.3804;92.903
3389.19862;10.3563;92.8584
3391.4055;10.3444;92.8074
3393.62677;10.3484;92.7522
3395.85095;10.3692;92.7
3398.07805;10.4037;92.6537
3400.30807;10.449;92.6107
3402.54102;10.5019;92.5707
3404.76531;10.5598;92.5347
3407.00412;10.6222;92.4993
3409.24587;10.6876;92.4613
3411.49058;10.7484;92.4242
3413.73825;10.7968;92.3895
3415.98888;10.8327;92.3543
3418.24248;10.8578;92.3199
3420.48735;10.8684;92.2909
3422.74689;10.8627;92.2669
3425.00942;10.8448;92.2437
3427.27494;10.8148;92.2194
3429.54346;10.7686;92.1953
3431.81498;10.7076;92.1707
3434.07773;10.6399;92.1407
3436.35526;10.5721;92.1026
3438.63582;10.5057;92.0574
3440.91941;10.4396;92.0065
3443.20604;10.3742;91.9538
3445.4957;10.3153;91.9026
3447.78842;10.2715;91.8507
3450.07228;10.2461;91.7915
3452.37109;10.2356;91.7213
3454.67296;10.2369;91.6433
3456.97791;10.2521;91.562
3459.28593;10.2821;91.4752
3461.59704;10.3229;91.3793
3463.89924;10.3713;91.275
3466.21652;10.4257;91.1616
3468.5369;10.4826;91.0352
3470.86039;10.5382;90.8991
3473.187;10.5907;90.7612
3475.51672;10.6358;90.6222
3477.84958;10.6663;90.4774
3480.17345;10.6802;90.3274
3482.51256;10.6805;90.1775
3484.85482;10.6675;90.0292
3487.20023;10.637;89.8796
3489.5488;10.5867;89.7273
3491.90054;10.5199;89.5742
3494.24323;10.4439;89.4214
3496.6013;10.364;89.2685
3498.96256;10.2827;89.1149
3501.327;10.2029;88.9586
3503.69465;10.1258;88.7997
3506.06549;10.0513;88.6475
3508.43955;9.98216;88.5082
3510.8045;9.92373;88.3718
3513.18498;9.881;88.2294
3515.5687;9.8564;88.0851
3517.95565;9.84944;87.9413
3520.34584;9.85865;87.7959
3522.73928;9.882;87.6515
3525.12356;9.91575;87.512
3527.5235;9.95726;87.3739
3529.92672;10.0067;87.2304
3532.33321;10.0618;87.0833
3534.74299;10.1148;86.9387
3537.15606;10.1606;86.7946
3539.57242;10.2002;86.6435
3541.97954;10.2322;86.4853
3544.4025;10.2498;86.3281
3546.82878;10.2502;86.1772
3549.25838;10.2362;86.029
3551.69132;10.2077;85.8777
3554.12759;10.1624;85.7203
3556.55455;10.1019;85.5568
3558.9975;10.0295;85.3898
3561.44381;9.9477;85.2226
3563.89348;9.86168;85.0561
3566.34653;9.77707;84.8878
3568.80295;9.69569;84.7163
3571.26276;9.61733;84.5459
3573.7132;9.54485;84.3838
3576.17978;9.48532;84.2312
3578.64978;9.44426;84.0796
3581.12318;9.41962;83.9241
3583.60001;9.40645;83.7717
3586.08027;9.4064;83.6299
3588.55109;9.42443;83.4973
3591.03821;9.45925;83.3664
3593.52877;9.50396;83.2323
3596.0228;9.55345;83.0964
3598.52029;9.60681;82.9614
3601.02125;9.66264;82.8259
3603.52569;9.71504;82.6907
3606.02061;9.75913;82.5606
3608.53201;9.79469;82.4336
3611.04691;9.81906;82.303
3613.56532;9.8247;82.1682
3616.08725;9.80762;82.0321
3618.6127;9.77192;81.8935
3621.12856;9.724;81.7492
3623.66106;9.66584;81.597
3626.1971;9.59666;81.4358
3628.73669;9.51819;81.2672
3631.27984;9.43411;81.0898
3633.82656;9.34713;80.9016
3636.37686;9.25957;80.7037
3638.91749;9.17363;80.4959
3641.47494;9.0917;80.2734
3644.03599;9.01901;80.0367
3646.60064;8.9611;79.7939
3649.1689;8.91859;79.5472
3651.74078;8.88997;79.2909
3654.30294;8.87729;79.0207
3656.88207;8.88374;78.7389
3659.46484;8.90644;78.4493
3662.05126;8.93593;78.1523
3664.64134;8.96571;77.8462
3667.23509;8.99676;77.5326
3669.83251;9.02979;77.215
3672.42012;9.06163;76.8938
3675.0249;9.08848;76.5688
3677.63337;9.10498;76.2416
3680.24555;9.10639;75.915
3682.86144;9.09488;75.591
3685.48105;9.0726;75.2709
3688.10439;9.03325;74.9568
3690.71784;8.9714;74.6498
3693.34865;8.89258;74.347
3695.98321;8.80719;74.0442
3698.62152;8.71942;73.744
3701.26361;8.62645;73.4536
3703.90948;8.52846;73.1745
3706.54539;8.43264;72.9041
3709.19881;8.34374;72.6421
3711.85604;8.26148;72.3875
3714.51708;8.18732;72.1377
3717.18193;8.12514;71.8943
3719.85061;8.07768;71.6656
3722.52313;8.04758;71.4567
3725.18561;8.0366;71.2641
3727.8658;8.04204;71.08
3730.54985;8.06025;70.8986
3733.23776;8.09172;70.7215
3735.92956;8.13568;70.5569
3738.62523;8.1843;70.4109
3741.31081;8.23204;70.2798
3744.01426;8.28006;70.1551
3746.72162;8.32643;70.0332
3749.4329;8.36579;69.9211
3752.1481;8.39473;69.8244
3754.86725;8.4096;69.7362
3757.59033;8.40931;69.6503
3760.30323;8.39859;69.5748
3763.03421;8.3792;69.5167
3765.76916;8.34669;69.4706
3768.50809;8.29999;69.4286
3771.251;8.24332;69.3871
3773.99791;8.17877;69.3459
3776.73456;8.10732;69.3088
3779.48947;8.03551;69.2802
3782.2484;7.97117;69.2625
3785.01136;7.9146;69.2556
3787.77835;7.86352;69.2569
3790.5494;7.82188;69.2633
3793.32451;7.79667;69.2745
3796.08927;7.78995;69.2923
3798.87249;7.79728;69.3178
3801.6598;7.81458;69.3477
3804.45121;7.84459;69.3774
3807.24671;7.89168;69.4073
3810.04633;7.95273;69.4406
3812.83553;8.01847;69.4763
3815.64337;8.08281;69.512
3818.45536;8.14632;69.5485
3821.27149;8.20902;69.5867
3824.09178;8.26521;69.6258
3826.91623;8.30873;69.6651
3829.74486;8.33838;69.7037
3832.56299;8.35567;69.7396
3835.39997;8.36165;69.7689
3838.24116;8.35517;69.7888
3841.08657;8.3314;69.8022
3843.93619;8.2865;69.8141
3846.79005;8.22476;69.8257
3849.63332;8.15622;69.8341
3852.49565;8.08901;69.8353
3855.36223;8.02364;69.8276
3858.23308;7.9549;69.8127
3861.10822;7.88479;69.7953
3863.98764;7.82548;69.7751
3866.87135;7.78286;69.746
3869.7444;7.75255;69.7109
3872.63672;7.73539;69.6769
3875.53337;7.73689;69.6402
3878.43435;7.75455;69.594
3881.33968;7.78105;69.541
3884.24937;7.81385;69.487
3887.14831;7.85578;69.4319
3890.06671;7.90835;69.3725
3892.9895;7.96762;69.3106
3895.91669;8.02742;69.251
3898.84828;8.08273;69.196
3901.78429;8.1299;69.1427
3904.72472;8.16622;69.0885
3907.65431;8.18817;69.0345
3910.6036;8.19452;68.9832
3913.55735;8.19034;68.9346
3916.51555;8.17904;68.8877
3919.47824;8.15442;68.8405
3922.44541;8.10873;68.7916
3925.40167;8.04399;68.7412
3928.37782;7.97033;68.6908
3931.35848;7.89606;68.644
3934.34367;7.82266;68.6026
3937.3334;7.74929;68.5601
3940.32768;7.67851;68.5099
3943.32651;7.61571;68.4537
3946.31434;7.56354;68.3954
3949.3223;7.52131;68.3321
3952.33484;7.49147;68.261
3955.35199;7.47842;68.1873
3958.37374;7.47959;68.1153
3961.40012;7.48873;68.037
3964.41541;7.50821;67.9438
3967.45103;7.54519;67.8386
3970.49131;7.59734;67.7257
3973.53625;7.65524;67.6029
3976.58586;7.71253;67.4724
3979.64016;7.76363;67.3385
3982.69915;7.80321;67.1972
3985.74697;7.8319;67.0428
3988.81536;7.8515;66.8743
3991.88848;7.85868;66.6918
3994.96634;7.84884;66.497
3998.04895;7.81826;66.2912
4001.13632;7.7664;66.0731
4004.21243;7.7008;65.8444
4007.30933;7.6302;65.609
4010.41103;7.55491;65.3653
4013.51753;7.47237;65.1095
4016.62884;7.38369;64.8443
4019.74499;7.29167;64.5741
4022.86597;7.19887;64.2957
4025.97559;7.1093;64.0046
4029.10626;7.03039;63.7043
4032.24181;6.967;63.4032
4035.38223;6.91631;63.1041
4038.52755;6.8748;62.8003
4041.67778;6.84426;62.4833
4044.81657;6.8282;62.1532
4047.97662;6.82746;61.8189
4051.14161;6.83981;61.4876
4054.31156;6.86205;61.1557
4057.48647;6.88904;60.8159
4060.66636;6.91377;60.4644
4063.85123;6.93467;60.1025
4067.02456;6.95451;59.7374
4070.21943;6.96972;59.3777
4073.41931;6.97244;59.0231
4076.62423;6.96094;58.6642
4079.8342;6.9384;58.2944
4083.04922;6.90536;57.9147
4086.26932;6.85732;57.5299
4089.47777;6.79163;57.144
4092.70802;6.71644;56.7567
4095.94338;6.64052;56.3656
4099.18385;6.55867;55.9732
4102.42946;6.46403;55.5871
4105.68021;6.3623;55.2082
4108.91923;6.26358;54.8284
4112.18028;6.17462;54.4457
4115.44651;6.09801;54.0668
4118.71793;6.03079;53.6954
4121.99455;5.96952;53.3289
4125.27639;5.91838;52.9651
4128.56347;5.88542;52.6028
4131.83871;5.87064;52.2426
4135.13625;5.86654;51.8919
4138.43906;5.87119;51.5577
4141.74715;5.88796;51.2359
4145.06054;5.91327;50.92
4148.37923;5.93956;50.6115
4151.686;5.96432;50.3132
4155.01531;5.98645;50.0256
4158.34997;6.00398;49.7501
4161.68998;6.01628;49.4889
4165.03536;6.021;49.2387
4168.38613;6.014;48.9957
4171.74229;5.99444;48.7561
4175.08642;5.96491;48.5169
4178.45339;5.92569;48.2814
4181.82579;5.87341;48.054
4185.20363;5.80952;47.8294
4188.58694;5.74246;47.6033
4191.97572;5.67762;47.3802
4195.35239;5.61458;47.1604
4198.75213;5.55322;46.9362
4202.15739;5.49409;46.6984
4205.56817;5.43631;46.441
4208.9845;5.38201;46.1665
4212.40638;5.33718;45.8772
4215.83383;5.30019;45.5503
4219.24906;5.26331;45.1603
4222.68766;5.22926;44.7432
4226.13186;5.20581;44.3712
4229.58169;5.2;44.0457
4233.03716;5.2173;43.6929
