Index,Wavelength,LHC reference intensity,RHC reference intensity,LHC intensity,RHC intensity,Reference delta absorbance,Reference ellipticity,Delta absorbance,Ellipticity,g-factor,Average absorbace,Weak signal flag
1,171.0036843215852,110.34012140318373,114.34012140318373,102.34012140318373,104.34012140318373,0.015465191540133174,510.0745240463655,-0.007059781665114851,-232.84643862055304,-0.19492778818696366,0.036217420465180214,True
2,171.23380252856805,113.3791012286822,118.3791012286822,105.3791012286822,109.3791012286822,0.01874202839015617,618.1514911059458,-0.00256216813143759,-84.50569052302478,-0.0775014771455718,0.03305960383987319,True
3,171.46397004958132,119.4180634182676,121.4180634182676,108.4180634182676,110.4180634182676,0.00721327769967336,237.9090604812172,0.0007252026677500439,23.918708321835226,0.017430335832275358,0.04160577711917648,True
4,171.69418686025367,126.45700796047004,128.45700796047004,116.45700796047004,117.45700796047004,0.006814900182739781,224.76973260329564,-0.0031015944538536045,-102.29710448323364,-0.08309013428116442,0.03732807126485413,True
5,171.92445293621375,120.49593484383968,122.49593484383968,108.49593484383968,110.49593484383968,0.007149281001650059,235.79831486257658,0.0007835533555123324,25.843236654438755,0.017347858162176686,0.0451671525203442,True
6,172.15476825309023,128.5348440569462,131.5348440569462,116.53484405694621,120.53484405694621,0.01001993926367824,330.4786583231776,0.0046368717387497635,152.93377641454435,0.11521140063456892,0.04024663977011387,True
7,172.3851327865117,118.57373558837844,122.57373558837844,107.57373558837844,110.57373558837844,0.01440891972139043,475.2364592341301,-0.0024631879403999267,-81.2411157712321,-0.0566069920671186,0.043513846089531454,True
8,172.61554651210685,124.61260942674517,127.61260942674517,113.61260942674517,115.61260942674517,0.010331598851612235,340.75784662597897,-0.002752930064614338,-90.7974200511581,-0.06631661506617945,0.04151192068333256,True
9,172.8460094055043,116.65146556067361,120.65146556067361,105.65146556067361,109.65146556067361,0.01464240221832248,482.9372027513842,0.0014965126390906573,49.35813243131446,0.0354066593226809,0.04226641732709352,True
10,173.07652144233273,122.6903039788117,127.6903039788117,112.6903039788117,114.6903039788117,0.01734767837175705,572.1628966457154,-0.009707524951863836,-320.174577640409,-0.2323627672722839,0.04177745456305618,True
11,173.30708259822075,125.7291246698262,130.7291246698262,116.7291246698262,117.7291246698262,0.01693646126804111,558.6000922075476,-0.01323177511050733,-436.41175566859204,-0.34038865138107355,0.03887255070585191,True
12,173.537692848797,128.76792762240302,133.76792762240302,118.76792762240302,118.76792762240302,0.0165442926250758,545.6655460438394,-0.0165442926250758,-545.6655460438394,-0.3813747249649362,0.043380674024994424,True
13,173.76835216969016,124.80671282524827,128.80671282524827,115.80671282524827,117.80671282524827,0.013700552246240161,451.8730109509615,-0.006264248592794089,-206.60808572501165,-0.17578262826532876,0.035636334799470315,True
14,173.99906053652884,124.84548026708717,129.84548026708717,115.84548026708717,118.84548026708717,0.01705401269132278,562.4771852345411,-0.005950437052534032,-196.25792151120157,-0.16776468713961326,0.035468948525395554,True
