Index,Wavelength,LHC reference intensity,RHC reference intensity,LHC intensity,RHC intensity,Reference delta absorbance,Delta absorbance,Ellipticity,g-factor,Average absorbace,Weak signal flag
1,171.0036843215852,87.23025079297872,87.23025079297872,66.23025079297872,68.23025079297872,0.0,0.01292056802736907,426.1474919250962,0.11418928916482601,0.11315043750486031,True
2,171.23380252856805,88.262639833099,88.262639833099,61.262639833099,62.262639833099,0.0,0.007031823298691463,231.92431292883333,0.0453474991926717,0.15506529409295028,True
3,171.46397004958132,93.29501786862215,92.29501786862215,61.29501786862215,64.29501786862215,-0.004680193989904907,0.02543233935843377,838.8120095360325,0.1498513607460291,0.16971710655025002,True
4,171.69418686025367,100.32738489063036,99.32738489063036,68.32738489063036,70.32738489063036,-0.004350490740402907,0.016880160112519284,556.7431617562478,0.1065770203304857,0.15838461293227596,True
5,171.92445293621375,92.35974089021852,91.35974089021852,62.35974089021852,60.35974089021852,-0.004727846679480841,-0.009429088525981847,-310.99115905549405,-0.053790461205287396,0.17529294813064372,True
6,172.15476825309023,102.39208585849406,102.39208585849406,70.39208585849406,71.39208585849406,0.0,0.006126236491751399,202.05615653814675,0.03836584462571886,0.15967943757048492,True
7,172.3851327865117,91.42441978657826,91.42441978657826,58.424419786578255,60.424419786578255,0.0,0.01461808077029556,482.1350302729991,0.07810524301214666,0.18715876433573359,True
8,172.61554651210685,96.456742665604,96.456742665604,63.456742665604,65.456742665604,0.0,0.013476614325870877,444.4870676309661,0.07695798860928009,0.17511650927225222,True
9,172.8460094055043,87.48905448671826,87.48905448671826,54.48905448671826,55.48905448671826,0.0,0.007898052718847222,260.49437997613126,0.03915831372430928,0.201695424743077,True
10,173.07652144233273,96.5213552410803,94.5213552410803,61.5213552410803,64.5213552410803,-0.009093471248502858,0.02977105833383302,981.9120811132029,0.16474312882187325,0.18071198809161054,True
11,173.30708259822075,100.55364491986234,99.55364491986234,65.55364491986234,69.55364491986234,-0.0043406524324639114,0.030063701936681182,991.5640822572317,0.17604881675606593,0.17076912239823566,True
12,173.537692848797,102.58592351424977,100.58592351424977,66.58592351424977,69.58592351424977,-0.008550564796815024,0.027689532602593072,913.2589872347849,0.15926285777686902,0.17386057860010745,True
13,173.76835216969016,99.61819101544029,99.61819101544029,64.61819101544029,67.61819101544029,0.0,0.01970875214719597,650.0360726177079,0.11064284383804503,0.17812947917395294,True
14,173.99906053652884,99.65044741464544,99.65044741464544,64.65044741464544,67.65044741464544,0.0,0.019699138433696913,649.718992138968,0.1106331754427815,0.17805814896712543,True
15,174.22981792494173,96.68269270308883,97.68269270308883,63.68269270308883,65.68269270308883,0.0044688853733288484,0.008960644832482226,295.54090139885454,0.050668911586440435,0.1768469965492646,True
16,174.46062431055742,107.71492687200725,106.71492687200725,74.71492687200725,75.71492687200725,-0.00405071983010386,0.009824851341080122,324.04424857091595,0.06381593199574334,0.15395608955041917,True
17,174.6914796690046,89.74714991265068,88.74714991265068,53.747149912650684,55.747149912650684,-0.004866250924125917,0.020733480231117988,683.8337587522158,0.09766193167665586,0.21229848596240608,True
18,174.92238397591188,102.77936181628161,102.77936181628161,65.77936181628161,68.77936181628161,0.0,0.01936848611983269,638.8133838132356,0.10518804026929675,0.18413201795799727,True
19,175.15333720690793,95.81156257417592,95.81156257417592,60.81156257417592,61.81156257417592,0.0,0.007083559636369216,233.6306860926186,0.03653391281027679,0.19388998033565813,True
20,175.38433933762138,103.84375217762181,104.84375217762181,69.84375217762181,69.84375217762181,0.004162183139435057,-0.004162183139435057,-137.27754863764608,-0.02387477775019144,0.17433390094706464,True
21,175.6153903436809,91.87593061792086,91.87593061792086,57.87593061792086,58.87593061792086,0.0,0.0074397974994221934,245.38015961013036,0.037768562913886694,0.1969838650304256,True
22,175.8464902007151,90.90809788638762,89.90809788638762,54.90809788638762,56.90809788638762,-0.004803761166775231,0.020341431785446416,670.9031769479038,0.09742277057681278,0.20879545577497466,True
23,176.07763888435264,81.94025397434916,80.94025397434916,42.94025397434916,47.94025397434916,-0.005332742930756004,0.05316846462263801,1753.607720686179,0.20928473117088553,0.2540484646212666,True
24,176.3088363702222,92.97239887314595,91.97239887314595,52.97239887314595,56.97239887314595,-0.004696522633703845,0.036311388273271704,1197.625909959622,0.16056421257368078,0.22614870207524537,True
25,176.54008263395235,90.00453257413074,87.00453257413074,51.004532574130735,53.004532574130735,-0.01472250265553638,0.03142673977636641,1036.5199352468574,0.1360805191252138,0.23094223903900057,True
